char,code_aozora,count_aozora,code_news,count_news,code_wikipedia,count_wikipedia
坿,,0.0,,0.0,577f,1.0
荐,8350,33.0,,0.0,8350,4.0
荑,8351,20.0,,0.0,8351,2.0
茇,,0.0,,0.0,8307,1.0
茈,,0.0,,0.0,8308,1.0
垃,,0.0,,0.0,5783,2.0
茌,,0.0,,0.0,830c,9.0
茎,830e,1520.0,,0.0,830e,1702.0
垈,,0.0,,0.0,5788,20.0
荔,,0.0,,0.0,8354,6.0
荖,,0.0,,0.0,8356,4.0
荜,,0.0,,0.0,835c,2.0
荣,,0.0,,0.0,8363,13.0
荥,,0.0,,0.0,8365,1.0
荪,,0.0,,0.0,836a,1.0
荫,,0.0,,0.0,836b,2.0
药,,0.0,,0.0,836f,9.0
荳,8373,10.0,,0.0,8373,2.0
荵,8375,32.0,,0.0,,0.0
佇,4f47,2442.0,,0.0,4f47,105.0
荽,,0.0,,0.0,837d,2.0
莅,8385,19.0,,0.0,8385,12.0
茲,8332,2337.0,,0.0,8332,63.0
茴,8334,90.0,,0.0,8334,2.0
菇,,0.0,,0.0,83c7,7.0
菉,,0.0,,0.0,83c9,2.0
莆,8386,3.0,,0.0,8386,14.0
莇,8387,2.0,,0.0,8387,22.0
莊,838a,786.0,,0.0,838a,23.0
莎,838e,68.0,,0.0,838e,30.0
莒,8392,7.0,,0.0,8392,38.0
莓,8393,19.0,,0.0,8393,1.0
莔,,0.0,,0.0,8394,1.0
莕,,0.0,,0.0,8395,2.0
莖,8396,209.0,,0.0,8396,10.0
莘,8398,2.0,,0.0,8398,16.0
莚,839a,614.0,,0.0,839a,30.0
莞,839e,905.0,,0.0,839e,153.0
莟,839f,241.0,,0.0,839f,16.0
莠,83a0,25.0,,0.0,,0.0
剽,527d,491.0,,0.0,527d,55.0
剿,527f,20.0,,0.0,527f,12.0
劃,5283,1161.0,,0.0,5283,46.0
莨,83a8,684.0,,0.0,83a8,20.0
莩,83a9,11.0,,0.0,,0.0
莪,83aa,17.0,,0.0,83aa,13.0
佈,,0.0,,0.0,4f48,2.0
莱,83b1,542.0,,0.0,83b1,206.0
佉,4f49,1.0,,0.0,,0.0
莵,83b5,31.0,,0.0,83b5,19.0
获,,0.0,,0.0,83b7,2.0
莽,83bd,217.0,,0.0,83bd,76.0
莿,83bf,12.0,,0.0,,0.0
菀,83c0,8.0,,0.0,,0.0
菁,83c1,60.0,,0.0,83c1,58.0
菆,,0.0,,0.0,83c6,1.0
菩,83e9,3077.0,,0.0,83e9,1652.0
菪,83ea,3.0,,0.0,,0.0
菫,83eb,783.0,,0.0,83eb,117.0
菰,83f0,705.0,,0.0,83f0,97.0
勔,,0.0,,0.0,52d4,1.0
办,,0.0,,0.0,529e,7.0
务,,0.0,,0.0,52a1,9.0
劦,,0.0,,0.0,52a6,5.0
动,,0.0,,0.0,52a8,20.0
劫,52ab,1379.0,,0.0,52ab,146.0
劬,52ac,263.0,,0.0,52ac,1.0
劭,52ad,10.0,,0.0,52ad,34.0
劵,52b5,53.0,,0.0,,0.0
剳,5273,34.0,,0.0,5273,8.0
剴,5274,9.0,,0.0,,0.0
剷,,0.0,,0.0,5277,1.0
菽,83fd,28.0,,0.0,83fd,3.0
萁,,0.0,,0.0,8401,2.0
萃,8403,190.0,,0.0,8403,19.0
萄,8404,2788.0,,0.0,8404,318.0
萇,8407,14.0,,0.0,8407,61.0
萊,,0.0,,0.0,840a,104.0
萋,840b,19.0,,0.0,,0.0
萍,840d,68.0,,0.0,840d,46.0
佌,4f4c,6.0,,0.0,,0.0
菎,83ce,53.0,,0.0,,0.0
菏,,0.0,,0.0,83cf,7.0
众,,0.0,,0.0,4f17,4.0
菘,83d8,40.0,,0.0,83d8,18.0
菟,83df,243.0,,0.0,83df,210.0
菠,83e0,28.0,,0.0,83e0,3.0
菡,,0.0,,0.0,83e1,1.0
萓,8413,4.0,,0.0,8413,5.0
萝,,0.0,,0.0,841d,1.0
萠,8420,323.0,,0.0,8420,175.0
萢,8422,4.0,,0.0,8422,34.0
萣,,0.0,,0.0,8423,2.0
萤,,0.0,,0.0,8424,1.0
营,,0.0,,0.0,8425,5.0
萧,,0.0,,0.0,8427,4.0
萨,,0.0,,0.0,8428,3.0
萮,,0.0,,0.0,842e,1.0
萵,8435,45.0,,0.0,8435,1.0
菲,83f2,63.0,,0.0,83f2,95.0
菴,83f4,148.0,,0.0,83f4,72.0
菷,83f7,2.0,,0.0,83f7,1.0
菸,,0.0,,0.0,83f8,2.0
菻,83fb,1.0,,0.0,83fb,1.0
蒋,848b,333.0,,0.0,848b,64.0
蒐,8490,1425.0,,0.0,8490,221.0
萸,8438,227.0,,0.0,8438,8.0
萼,843c,157.0,,0.0,843c,244.0
优,,0.0,,0.0,4f18,11.0
葊,844a,2.0,,0.0,,0.0
葎,844e,98.0,,0.0,844e,45.0
葑,,0.0,,0.0,8451,1.0
葚,,0.0,,0.0,845a,1.0
葡,8461,2834.0,,0.0,8461,385.0
葢,8462,181.0,,0.0,,0.0
塢,5862,66.0,,0.0,5862,22.0
塤,,0.0,,0.0,5864,1.0
葩,8469,87.0,,0.0,8469,11.0
萏,840f,4.0,,0.0,840f,1.0
萑,,0.0,,0.0,8411,1.0
蒴,84b4,15.0,,0.0,84b4,43.0
蒹,84b9,49.0,,0.0,84b9,14.0
塬,,0.0,,0.0,586c,1.0
葫,846b,32.0,,0.0,846b,28.0
塱,,0.0,,0.0,5871,2.0
葮,846e,18.0,,0.0,846e,1.0
葯,846f,42.0,,0.0,846f,63.0
葰,,0.0,,0.0,8470,1.0
塲,5872,431.0,,0.0,5872,11.0
葳,,0.0,,0.0,8473,1.0
墙,,0.0,,0.0,5899,2.0
葶,8476,17.0,,0.0,,0.0
葷,8477,60.0,,0.0,8477,5.0
塘,5858,210.0,,0.0,5858,199.0
蒂,8482,4.0,,0.0,8482,7.0
蒄,8484,5.0,,0.0,,0.0
蓍,84cd,12.0,,0.0,,0.0
蓐,84d0,104.0,,0.0,84d0,1.0
蓑,84d1,909.0,,0.0,84d1,228.0
蓓,,0.0,,0.0,84d3,7.0
蓖,84d6,2.0,,0.0,,0.0
蓙,84d9,429.0,,0.0,84d9,4.0
蓚,84da,5.0,,0.0,84da,2.0
蒔,8494,1995.0,,0.0,8494,372.0
蒗,,0.0,,0.0,8497,2.0
蒜,849c,192.0,,0.0,849c,96.0
塙,5859,179.0,,0.0,5859,376.0
蒡,84a1,288.0,,0.0,84a1,13.0
蒥,,0.0,,0.0,84a5,1.0
蒨,,0.0,,0.0,84a8,15.0
蒭,84ad,17.0,,0.0,84ad,3.0
蒯,84af,60.0,,0.0,84af,19.0
蓰,84f0,4.0,,0.0,,0.0
蓲,,0.0,,0.0,84f2,1.0
蓴,84f4,73.0,,0.0,,0.0
蓼,84fc,444.0,,0.0,84fc,113.0
蓽,,0.0,,0.0,84fd,5.0
蓿,84ff,64.0,,0.0,,0.0
蔀,8500,280.0,,0.0,8500,17.0
蔈,,0.0,,0.0,8508,1.0
蔌,850c,9.0,,0.0,,0.0
蒿,84bf,52.0,,0.0,84bf,13.0
蓀,84c0,4.0,,0.0,84c0,6.0
蓁,84c1,3.0,,0.0,84c1,14.0
蓂,84c2,1.0,,0.0,,0.0
蓆,84c6,563.0,,0.0,84c6,6.0
蓉,84c9,644.0,,0.0,84c9,765.0
蓊,84ca,63.0,,0.0,84ca,3.0
蔗,8517,55.0,,0.0,8517,43.0
蔘,8518,78.0,,0.0,8518,5.0
蔚,851a,35.0,,0.0,851a,171.0
蔞,,0.0,,0.0,851e,1.0
蔟,851f,4.0,,0.0,851f,1.0
塡,,0.0,,0.0,5861,5.0
蔣,,0.0,,0.0,8523,601.0
蔦,8526,2117.0,,0.0,8526,293.0
蔬,852c,211.0,,0.0,852c,29.0
蔴,8534,2.0,,0.0,,0.0
蓜,,0.0,,0.0,84dc,11.0
蓝,,0.0,,0.0,84dd,10.0
蓦,,0.0,,0.0,84e6,2.0
蓨,,0.0,,0.0,84e8,2.0
伽,4f3d,2275.0,,0.0,4f3d,985.0
蓯,,0.0,,0.0,84ef,2.0
蕀,8540,3.0,,0.0,,0.0
蕁,8541,63.0,,0.0,8541,21.0
垵,,0.0,,0.0,57b5,3.0
蕈,8548,225.0,,0.0,8548,4.0
蕉,8549,2413.0,,0.0,8549,472.0
蕊,854a,265.0,,0.0,854a,151.0
蕋,854b,151.0,,0.0,,0.0
蕎,854e,1748.0,,0.0,854e,363.0
蕑,,0.0,,0.0,8551,1.0
蕓,8553,5.0,,0.0,,0.0
蕕,8555,3.0,,0.0,8555,2.0
蕖,,0.0,,0.0,8556,1.0
蕗,8557,968.0,,0.0,8557,86.0
垻,,0.0,,0.0,57bb,2.0
蔔,8514,32.0,,0.0,8514,1.0
蔕,8515,78.0,,0.0,8515,3.0
蕚,855a,33.0,,0.0,,0.0
蕞,855e,5.0,,0.0,855e,2.0
蕣,8563,11.0,,0.0,8563,1.0
蕤,,0.0,,0.0,8564,9.0
坧,,0.0,,0.0,5767,2.0
坨,,0.0,,0.0,5768,4.0
蕪,856a,1557.0,,0.0,856a,230.0
蕫,,0.0,,0.0,856b,1.0
坩,5769,125.0,,0.0,5769,22.0
蕳,8573,3.0,,0.0,,0.0
蕴,,0.0,,0.0,8574,1.0
蕷,8577,36.0,,0.0,8577,10.0
蕺,,0.0,,0.0,857a,2.0
蕽,,0.0,,0.0,857d,1.0
蔻,,0.0,,0.0,853b,2.0
蔿,,0.0,,0.0,853f,1.0
䋭,42ed,4.0,,0.0,,0.0
䋯,42ef,35.0,,0.0,,0.0
䋰,42f0,2.0,,0.0,,0.0
䋱,42f1,41.0,,0.0,,0.0
䋲,42f2,12.0,,0.0,,0.0
薊,858a,336.0,,0.0,858a,65.0
薌,,0.0,,0.0,858c,6.0
薏,858f,34.0,,0.0,858f,9.0
薐,8590,28.0,,0.0,,0.0
薑,8591,109.0,,0.0,8591,7.0
薔,8594,2791.0,,0.0,8594,951.0
坫,,0.0,,0.0,576b,1.0
薙,8599,920.0,,0.0,8599,605.0
薛,859b,92.0,,0.0,859b,160.0
蕘,8558,6.0,,0.0,8558,1.0
蕙,8559,383.0,,0.0,8559,43.0
倪,502a,86.0,,0.0,502a,83.0
倬,502c,1.0,,0.0,502c,9.0
劈,5288,294.0,,0.0,5288,45.0
坭,,0.0,,0.0,576d,2.0
劍,528d,940.0,,0.0,528d,53.0
䌉,4309,3.0,,0.0,,0.0
䌊,430a,4.0,,0.0,,0.0
䌋,430b,41.0,,0.0,,0.0
䌌,430c,9.0,,0.0,,0.0
䌍,430d,4.0,,0.0,,0.0
䌏,430f,6.0,,0.0,,0.0
䌒,4312,13.0,,0.0,,0.0
䌕,4315,11.0,,0.0,,0.0
䌖,4316,7.0,,0.0,,0.0
䋩,42e9,30.0,,0.0,,0.0
䋬,42ec,2.0,,0.0,,0.0
薀,8580,34.0,,0.0,8580,25.0
薁,,0.0,,0.0,8581,9.0
薇,8587,2847.0,,0.0,8587,969.0
薈,8588,19.0,,0.0,8588,10.0
薉,,0.0,,0.0,8589,2.0
偓,,0.0,,0.0,5053,2.0
偕,5055,197.0,,0.0,5055,384.0
偖,5056,348.0,,0.0,5056,1.0
坰,5770,11.0,,0.0,5770,2.0
偡,,0.0,,0.0,5061,1.0
偪,506a,3.0,,0.0,,0.0
偬,506c,17.0,,0.0,,0.0
倦,5026,1924.0,,0.0,5026,86.0
倧,,0.0,,0.0,5027,24.0
倨,5028,88.0,,0.0,,0.0
倩,5029,108.0,,0.0,5029,29.0
藪,85ea,4406.0,,0.0,85ea,537.0
藶,,0.0,,0.0,85f6,1.0
藷,85f7,216.0,,0.0,85f7,25.0
藹,85f9,48.0,,0.0,85f9,15.0
藺,85fa,190.0,,0.0,85fa,59.0
薜,859c,21.0,,0.0,859c,3.0
薤,85a4,48.0,,0.0,85a4,5.0
薩,85a9,4528.0,,0.0,85a9,3325.0
薭,,0.0,,0.0,85ad,10.0
坳,,0.0,,0.0,5773,7.0
坵,,0.0,,0.0,5775,4.0
薰,,0.0,,0.0,85b0,5.0
薹,85b9,176.0,,0.0,85b9,6.0
薺,85ba,61.0,,0.0,85ba,3.0
藁,85c1,3604.0,,0.0,85c1,198.0
藉,85c9,1550.0,,0.0,85c9,64.0
蘋,860b,45.0,,0.0,860b,55.0
蘐,,0.0,,0.0,8610,9.0
蘓,8613,1.0,,0.0,8613,1.0
蘖,8616,16.0,,0.0,8616,6.0
蘗,8617,30.0,,0.0,8617,9.0
蘚,861a,74.0,,0.0,861a,31.0
蘧,,0.0,,0.0,8627,1.0
蘩,8629,11.0,,0.0,,0.0
藎,85ce,19.0,,0.0,85ce,2.0
藏,85cf,4875.0,,0.0,85cf,259.0
藐,85d0,74.0,,0.0,85d0,5.0
藔,,0.0,,0.0,85d4,4.0
藕,85d5,55.0,,0.0,85d5,10.0
藜,85dc,60.0,,0.0,85dc,6.0
藥,85e5,1769.0,,0.0,85e5,14.0
墺,58ba,269.0,,0.0,58ba,82.0
蘰,8630,20.0,,0.0,,0.0
蘸,,0.0,,0.0,8638,1.0
蘿,863f,217.0,,0.0,863f,22.0
虓,,0.0,,0.0,8653,3.0
虔,8654,856.0,,0.0,8654,334.0
處,8655,17834.0,,0.0,8655,89.0
虗,,0.0,,0.0,8657,1.0
虛,,0.0,,0.0,865b,3.0
號,865f,1558.0,,0.0,865f,194.0
墻,58bb,305.0,,0.0,58bb,30.0
藿,,0.0,,0.0,85ff,2.0
蘂,8602,68.0,,0.0,8602,44.0
蘄,,0.0,,0.0,8604,12.0
蘅,,0.0,,0.0,8605,1.0
墾,58be,950.0,,0.0,58be,335.0
壂,,0.0,,0.0,58c2,1.0
壅,58c5,26.0,,0.0,,0.0
刹,5239,2805.0,,0.0,5239,325.0
虧,8667,75.0,,0.0,8667,1.0
虬,866c,40.0,,0.0,,0.0
虯,866f,3.0,,0.0,866f,1.0
虱,8671,669.0,,0.0,8671,23.0
虵,,0.0,,0.0,8675,3.0
塼,587c,5.0,,0.0,587c,18.0
虺,867a,9.0,,0.0,867a,2.0
虻,867b,335.0,,0.0,867b,133.0
蚀,,0.0,,0.0,8680,1.0
蚁,,0.0,,0.0,8681,1.0
蚂,,0.0,,0.0,8682,1.0
蚋,868b,53.0,,0.0,,0.0
蚌,868c,14.0,,0.0,868c,11.0
蘯,862f,5.0,,0.0,,0.0
蚯,86af,438.0,,0.0,86af,8.0
蚰,86b0,11.0,,0.0,86b0,4.0
蚶,86b6,4.0,,0.0,86b6,6.0
蛄,86c4,54.0,,0.0,86c4,7.0
虢,,0.0,,0.0,8662,11.0
劑,5291,111.0,,0.0,,0.0
劒,5292,390.0,,0.0,5292,14.0
劓,5293,9.0,,0.0,,0.0
劔,5294,254.0,,0.0,5294,216.0
剝,525d,13.0,,0.0,525d,18.0
剞,525e,10.0,,0.0,,0.0
剡,5261,12.0,,0.0,5261,7.0
剧,,0.0,,0.0,5267,4.0
剩,5269,119.0,,0.0,5269,2.0
剪,526a,484.0,,0.0,526a,86.0
剮,,0.0,,0.0,526e,1.0
蛟,86df,105.0,,0.0,86df,198.0
蛤,86e4,458.0,,0.0,86e4,41.0
蛩,86e9,15.0,,0.0,,0.0
蛬,86ec,5.0,,0.0,86ec,1.0
蛭,86ed,462.0,,0.0,86ed,285.0
蚑,8691,2.0,,0.0,,0.0
蚓,8693,445.0,,0.0,8693,7.0
蚘,8698,1.0,,0.0,,0.0
蚡,,0.0,,0.0,86a1,13.0
蚣,86a3,132.0,,0.0,86a3,5.0
蚤,86a4,663.0,,0.0,86a4,18.0
蚦,,0.0,,0.0,86a6,1.0
蚨,86a8,5.0,,0.0,,0.0
蚩,86a9,33.0,,0.0,86a9,19.0
蚪,86aa,26.0,,0.0,86aa,1.0
蚫,86ab,21.0,,0.0,,0.0
蛾,86fe,1419.0,,0.0,86fe,150.0
蜀,8700,2239.0,,0.0,8700,507.0
塽,,0.0,,0.0,587d,1.0
蜅,,0.0,,0.0,8705,1.0
蜆,8706,276.0,,0.0,8706,37.0
蜈,8708,134.0,,0.0,8708,5.0
蜉,8709,41.0,,0.0,8709,15.0
蜊,870a,52.0,,0.0,870a,2.0
蛆,86c6,381.0,,0.0,86c6,50.0
蛉,86c9,816.0,,0.0,86c9,62.0
墀,,0.0,,0.0,5880,2.0
蛎,86ce,4.0,,0.0,86ce,45.0
蛔,86d4,31.0,,0.0,86d4,1.0
蛙,86d9,3499.0,,0.0,86d9,369.0
蛛,86db,2560.0,,0.0,86db,512.0
蛞,86de,94.0,,0.0,86de,2.0
蜚,871a,101.0,,0.0,871a,38.0
墁,,0.0,,0.0,5881,1.0
蜡,,0.0,,0.0,8721,1.0
蜢,,0.0,,0.0,8722,2.0
蜥,8725,371.0,,0.0,8725,98.0
蜩,8729,230.0,,0.0,8729,10.0
蜮,,0.0,,0.0,872e,1.0
蜴,8734,367.0,,0.0,8734,97.0
蜷,8737,68.0,,0.0,8737,191.0
墅,5885,78.0,,0.0,5885,6.0
蛰,,0.0,,0.0,86f0,1.0
蛸,86f8,653.0,,0.0,86f8,126.0
蛹,86f9,64.0,,0.0,86f9,113.0
蛺,86fa,14.0,,0.0,,0.0
蛻,86fb,26.0,,0.0,86fb,15.0
蛽,,0.0,,0.0,86fd,2.0
蝓,8753,94.0,,0.0,8753,2.0
蝕,8755,813.0,,0.0,8755,349.0
蝗,8757,297.0,,0.0,8757,31.0
蝙,8759,1472.0,,0.0,8759,141.0
蝟,875f,115.0,,0.0,875f,4.0
蝠,8760,1404.0,,0.0,8760,136.0
蝣,8763,40.0,,0.0,8763,15.0
蝦,8766,1820.0,,0.0,8766,572.0
蝨,8768,45.0,,0.0,8768,3.0
蜋,870b,3.0,,0.0,,0.0
蜍,870d,80.0,,0.0,870d,4.0
蜑,8711,88.0,,0.0,8711,8.0
蜒,8712,315.0,,0.0,8712,10.0
蜓,8713,55.0,,0.0,8713,2.0
蜘,8718,2579.0,,0.0,8718,491.0
蜙,8719,5.0,,0.0,,0.0
蝸,8778,328.0,,0.0,8778,64.0
蝿,877f,244.0,,0.0,877f,62.0
螂,8782,156.0,,0.0,8782,73.0
螃,,0.0,,0.0,8783,3.0
螄,,0.0,,0.0,8784,1.0
螈,8788,33.0,,0.0,,0.0
螘,,0.0,,0.0,8798,6.0
螞,,0.0,,0.0,879e,1.0
螟,879f,13.0,,0.0,879f,1.0
螠,,0.0,,0.0,87a0,1.0
蜻,873b,861.0,,0.0,873b,75.0
蜾,873e,7.0,,0.0,,0.0
蜿,873f,305.0,,0.0,873f,1.0
蝉,8749,1821.0,,0.0,8749,253.0
蝌,874c,26.0,,0.0,874c,1.0
蝎,874e,145.0,,0.0,874e,15.0
螯,87af,23.0,,0.0,87af,2.0
螱,,0.0,,0.0,87b1,1.0
螳,87b3,8.0,,0.0,87b3,3.0
螺,87ba,1895.0,,0.0,87ba,521.0
螻,87bb,57.0,,0.0,87bb,12.0
螽,87bd,76.0,,0.0,87bd,2.0
蟀,87c0,420.0,,0.0,87c0,7.0
蟄,87c4,300.0,,0.0,87c4,128.0
蟆,87c6,156.0,,0.0,87c6,5.0
蟇,87c7,1115.0,,0.0,87c7,46.0
蟈,,0.0,,0.0,87c8,4.0
蝪,876a,8.0,,0.0,876a,1.0
蝮,876e,590.0,,0.0,876e,30.0
蝱,8771,13.0,,0.0,8771,6.0
蝴,8774,49.0,,0.0,8774,6.0
蝶,8776,6253.0,,0.0,8776,1580.0
蟠,87e0,498.0,,0.0,87e0,84.0
蟣,,0.0,,0.0,87e3,2.0
蟫,87eb,2.0,,0.0,87eb,1.0
蟬,,0.0,,0.0,87ec,24.0
蟭,87ed,1.0,,0.0,,0.0
蟯,87ef,1.0,,0.0,87ef,21.0
蟲,87f2,1371.0,,0.0,87f2,515.0
蟳,,0.0,,0.0,87f3,1.0
蟵,87f5,4.0,,0.0,,0.0
蟶,87f6,2.0,,0.0,87f6,1.0
蟷,87f7,142.0,,0.0,87f7,68.0
螢,87a2,888.0,,0.0,87a2,256.0
螣,,0.0,,0.0,87a3,3.0
螫,87ab,207.0,,0.0,,0.0
螬,87ac,1.0,,0.0,,0.0
螭,87ad,11.0,,0.0,87ad,7.0
墈,,0.0,,0.0,5888,1.0
蠆,8806,2.0,,0.0,,0.0
蠊,,0.0,,0.0,880a,33.0
蠋,880b,13.0,,0.0,,0.0
蠍,880d,249.0,,0.0,880d,128.0
蠎,880e,9.0,,0.0,,0.0
蠑,8811,71.0,,0.0,8811,10.0
蠕,8815,70.0,,0.0,8815,65.0
蠖,8816,24.0,,0.0,8816,11.0
蠘,,0.0,,0.0,8818,1.0
蠟,881f,4.0,,0.0,881f,26.0
蟋,87cb,393.0,,0.0,87cb,25.0
蟑,,0.0,,0.0,87d1,2.0
蟒,87d2,269.0,,0.0,,0.0
蟖,87d6,18.0,,0.0,87d6,20.0
蟜,,0.0,,0.0,87dc,5.0
蠣,8823,521.0,,0.0,8823,134.0
蠧,8827,48.0,,0.0,8827,5.0
蠱,8831,269.0,,0.0,8831,30.0
蠶,8836,158.0,,0.0,8836,5.0
蠹,8839,39.0,,0.0,8839,4.0
蠻,883b,301.0,,0.0,883b,4.0
蠼,,0.0,,0.0,883c,1.0
衂,8842,32.0,,0.0,,0.0
衄,8844,17.0,,0.0,,0.0
衋,,0.0,,0.0,884b,1.0
衍,884d,323.0,,0.0,884d,169.0
墉,,0.0,,0.0,5889,15.0
蟻,87fb,2143.0,,0.0,87fb,309.0
蟾,87fe,89.0,,0.0,87fe,16.0
蠁,8801,2.0,,0.0,,0.0
蠃,,0.0,,0.0,8803,2.0
䋽,42fd,36.0,,0.0,,0.0
䋾,42fe,86.0,,0.0,,0.0
䋐,42d0,4.0,,0.0,,0.0
䋑,42d1,18.0,,0.0,,0.0
䋒,42d2,5.0,,0.0,,0.0
䋔,42d4,2.0,,0.0,,0.0
䋕,42d5,20.0,,0.0,,0.0
䋖,42d6,30.0,,0.0,,0.0
䋗,42d7,62.0,,0.0,,0.0
衜,,0.0,,0.0,885c,4.0
衞,885e,10707.0,,0.0,885e,150.0
墊,,0.0,,0.0,588a,4.0
补,,0.0,,0.0,8865,2.0
衫,886b,43.0,,0.0,886b,15.0
蠡,8821,26.0,,0.0,8821,34.0
蠢,8822,663.0,,0.0,8822,46.0
袈,8888,1722.0,,0.0,8888,234.0
袍,888d,582.0,,0.0,888d,25.0
袒,8892,94.0,,0.0,8892,3.0
袗,8897,23.0,,0.0,,0.0
袘,8898,20.0,,0.0,,0.0
衑,,0.0,,0.0,8851,6.0
衒,8852,601.0,,0.0,8852,32.0
衔,,0.0,,0.0,8854,1.0
衙,8859,158.0,,0.0,8859,213.0
䋳,42f3,3.0,,0.0,,0.0
䋶,42f6,2.0,,0.0,,0.0
䋷,42f7,6.0,,0.0,,0.0
䋸,42f8,28.0,,0.0,,0.0
䋹,42f9,7.0,,0.0,,0.0
䋺,42fa,1.0,,0.0,,0.0
䋻,42fb,56.0,,0.0,,0.0
袮,88ae,1.0,,0.0,88ae,1.0
袰,,0.0,,0.0,88b0,23.0
袱,88b1,209.0,,0.0,88b1,25.0
袳,,0.0,,0.0,88b3,2.0
墕,,0.0,,0.0,5895,1.0
袵,88b5,13.0,,0.0,88b5,1.0
袷,88b7,1390.0,,0.0,88b7,14.0
袿,88bf,112.0,,0.0,88bf,8.0
衲,8872,77.0,,0.0,8872,3.0
衵,8875,3.0,,0.0,,0.0
墘,,0.0,,0.0,5898,3.0
衽,887d,16.0,,0.0,887d,7.0
衾,887e,407.0,,0.0,887e,60.0
壒,,0.0,,0.0,58d2,3.0
袁,8881,1210.0,,0.0,8881,780.0
壔,58d4,11.0,,0.0,,0.0
裄,88c4,26.0,,0.0,,0.0
裊,88ca,9.0,,0.0,,0.0
裒,88d2,5.0,,0.0,88d2,4.0
壗,58d7,3.0,,0.0,,0.0
裘,88d8,78.0,,0.0,88d8,7.0
裙,88d9,146.0,,0.0,88d9,8.0
裛,88db,1.0,,0.0,,0.0
裝,88dd,1253.0,,0.0,88dd,17.0
裟,88df,1749.0,,0.0,88df,258.0
袙,8899,19.0,,0.0,,0.0
袞,889e,32.0,,0.0,889e,4.0
袠,,0.0,,0.0,88a0,3.0
袢,88a2,1515.0,,0.0,88a2,69.0
袤,88a4,43.0,,0.0,88a4,1.0
袪,88aa,2.0,,0.0,,0.0
壘,58d8,101.0,,0.0,58d8,7.0
褫,892b,45.0,,0.0,892b,4.0
裡,88e1,4161.0,,0.0,88e1,131.0
裨,88e8,81.0,,0.0,88e8,16.0
裰,88f0,1.0,,0.0,,0.0
裱,88f1,6.0,,0.0,88f1,1.0
裲,88f2,128.0,,0.0,,0.0
壙,58d9,9.0,,0.0,58d9,18.0
裴,88f4,72.0,,0.0,88f4,218.0
裵,,0.0,,0.0,88f5,17.0
裹,88f9,119.0,,0.0,88f9,2.0
裼,88fc,2.0,,0.0,,0.0
壚,58da,10.0,,0.0,,0.0
褁,,0.0,,0.0,8901,1.0
褂,8902,15.0,,0.0,8902,2.0
褄,8904,812.0,,0.0,8904,30.0
裃,88c3,255.0,,0.0,88c3,18.0
壜,58dc,1307.0,,0.0,58dc,23.0
襠,8960,148.0,,0.0,8960,8.0
襤,8964,571.0,,0.0,8964,17.0
褊,890a,28.0,,0.0,,0.0
褌,890c,497.0,,0.0,890c,107.0
壞,58de,924.0,,0.0,58de,4.0
褓,8913,174.0,,0.0,8913,2.0
褘,8918,73.0,,0.0,,0.0
褙,8919,1.0,,0.0,,0.0
褚,891a,168.0,,0.0,891a,77.0
褜,,0.0,,0.0,891c,1.0
褝,891d,2.0,,0.0,,0.0
褞,891e,199.0,,0.0,,0.0
褥,8925,504.0,,0.0,8925,58.0
褧,8927,6.0,,0.0,,0.0
褪,892a,997.0,,0.0,892a,51.0
覃,8983,5.0,,0.0,8983,11.0
覈,8988,39.0,,0.0,8988,4.0
覊,898a,197.0,,0.0,898a,1.0
褰,8930,25.0,,0.0,8930,2.0
褶,8936,54.0,,0.0,8936,50.0
褸,8938,564.0,,0.0,8938,16.0
褹,,0.0,,0.0,8939,2.0
增,,0.0,,0.0,589e,10.0
襁,8941,161.0,,0.0,8941,1.0
襃,8943,5.0,,0.0,,0.0
襄,8944,405.0,,0.0,8944,568.0
襌,894c,6.0,,0.0,894c,2.0
襍,894d,18.0,,0.0,894d,5.0
襖,8956,3767.0,,0.0,8956,109.0
襜,,0.0,,0.0,895c,1.0
襞,895e,655.0,,0.0,895e,63.0
䋘,42d8,30.0,,0.0,,0.0
䋚,42da,1.0,,0.0,,0.0
䋛,42db,2.0,,0.0,,0.0
䋜,42dc,3.0,,0.0,,0.0
䋞,42de,5.0,,0.0,,0.0
䋟,42df,6.0,,0.0,,0.0
䋠,42e0,30.0,,0.0,,0.0
䋡,42e1,9.0,,0.0,,0.0
䋧,42e7,4.0,,0.0,,0.0
䊺,42ba,1.0,,0.0,,0.0
䊼,42bc,1.0,,0.0,,0.0
䊽,42bd,3.0,,0.0,,0.0
䊾,42be,1.0,,0.0,,0.0
䊿,42bf,16.0,,0.0,,0.0
䋂,42c2,4.0,,0.0,,0.0
䋃,42c3,11.0,,0.0,,0.0
覐,,0.0,,0.0,8990,1.0
覓,8993,132.0,,0.0,8993,4.0
墩,58a9,34.0,,0.0,58a9,16.0
覘,8998,616.0,,0.0,8998,3.0
覡,89a1,61.0,,0.0,89a1,3.0
覦,89a6,21.0,,0.0,,0.0
覩,89a9,62.0,,0.0,89a9,6.0
覬,89ac,21.0,,0.0,,0.0
覯,89af,80.0,,0.0,89af,23.0
覲,89b2,152.0,,0.0,89b2,13.0
覺,89ba,6000.0,,0.0,89ba,50.0
襦,8966,1375.0,,0.0,8966,62.0
襪,896a,25.0,,0.0,,0.0
襯,896f,360.0,,0.0,896f,2.0
