char,aozora_char_count,news_char_count,wiki_char_count,aozora_doc_count,news_doc_count,wiki_doc_count,total_char_count,total_doc_count,aozora_char_freq,news_char_freq,wiki_char_freq,aozora_doc_freq,news_doc_freq,wiki_doc_freq,total_char_freq,total_doc_freq
開,59891.0,4043.0,187264.0,8652.0,1521.0,43049.0,251198.0,53222.0,0.0004416413806801957,0.0018086523638634567,0.0015789276030699578,0.0009173693257653545,0.0032578383032681193,0.002429710867285263,0.0009795302594046065,0.0019272205729329616
話,164791.0,1360.0,82251.0,11222.0,839.0,15737.0,248402.0,27798.0,0.0012151829951690593,0.000608401487720579,0.0006935042201389862,0.0011898657621057338,0.0017970587353333019,0.0008882055313356451,0.0009686274392973792,0.0010065927151627235
平,114126.0,1453.0,130691.0,9834.0,640.0,32221.0,246270.0,42695.0,0.0008415749313170262,0.0006500054129838246,0.0011019289739235298,0.0010426964805335757,0.0013708195358919108,0.0018185721818113885,0.0009603138439938712,0.0015460276269469917
身,156839.0,749.0,87857.0,11581.0,526.0,34099.0,245445.0,46206.0,0.0011565442638209616,0.0003350681722814072,0.0007407715440389893,0.0012279304393999733,0.0011266423060611642,0.0019245676058342862,0.0009570968101639489,0.0016731643642279588
現,101098.0,2607.0,140067.0,10187.0,1527.0,44458.0,243772.0,56172.0,0.0007455053397673511,0.0011662519694761394,0.001180983278041694,0.0010801249793772152,0.003270689736417106,0.002509235655596372,0.0009505730555003613,0.002034042952590852
屋,178394.0,643.0,61747.0,9900.0,303.0,17212.0,240784.0,27415.0,0.0013154926861308517,0.00028764864456200907,0.0005206235192389391,0.0010496944434901768,0.0006489973740238266,0.0009714553984462809,0.0009389215438836248,0.0009927239112952754
定,63702.0,4050.0,172240.0,8172.0,1763.0,39925.0,239992.0,49860.0,0.0004697440221751152,0.0018117838421090775,0.0014522518495427286,0.0008664750497173459,0.0037761794402772484,0.0022533904707743298,0.0009358331914068994,0.001805479271099122
全,98406.0,2730.0,138317.0,10470.0,1387.0,39201.0,239453.0,51058.0,0.0007256543004327084,0.0012212765157920448,0.0011662280484974548,0.001110131396297187,0.0029708229629407507,0.002212527485155279,0.0009337313959713503,0.001848860020533072
関,67557.0,3910.0,166728.0,7855.0,1873.0,57277.0,238195.0,67005.0,0.000498171123451136,0.0017491542771966649,0.0014057770922582446,0.000832863621577307,0.004011789048008671,0.0032327475515226372,0.0009288259068100871,0.002426316457280318
野,89145.0,2616.0,144445.0,9467.0,854.0,30928.0,236206.0,41249.0,0.0006573628905968518,0.0011702781557919374,0.001217896646581511,0.0010037835653052025,0.0018291873182057685,0.001745594501693387,0.0009210699307037655,0.001493666555426548
神,121416.0,1372.0,112310.0,9531.0,501.0,22593.0,235098.0,32625.0,0.0008953320177767385,0.000613769736141643,0.0009469484743505797,0.0010105694687782701,0.0010730946679403865,0.0012751622017834548,0.0009167493567843063,0.001181383097063956
不,160355.0,2027.0,71335.0,12326.0,1020.0,24367.0,233717.0,37713.0,0.0011824715499653168,0.000906786629124716,0.0006014653140218913,0.0013069225970161534,0.002184743635327733,0.0013752878046677044,0.0009113642371247638,0.0013656245437417005
力,111685.0,1515.0,118781.0,10847.0,784.0,25942.0,231981.0,37573.0,0.0008235747875518469,0.0006777413631593216,0.0010015090974253068,0.001150104608943227,0.001679253931467591,0.001464181730565502,0.0009045948180596184,0.0013605550070799701
業,48329.0,2889.0,180746.0,7341.0,1075.0,38184.0,231964.0,46600.0,0.00035638219910993604,0.0012924058073711419,0.0015239706966874713,0.000778364334309231,0.002302548439193444,0.002155127407289844,0.0009045285276655473,0.0016874314888331143
無,170625.0,1180.0,56414.0,12074.0,666.0,20465.0,228219.0,33205.0,0.0012582034125086974,0.0005278777614046201,0.0004756580111478373,0.001280203102090949,0.0014265090795375199,0.0011550566307926527,0.0008899251437951731,0.001202385463233982
以,102719.0,2577.0,120611.0,10448.0,1618.0,37915.0,225907.0,49981.0,0.0007574587330665546,0.0011528313484234797,0.0010169388517487115,0.0011077987419783198,0.0034656031391767372,0.0021399448891523784,0.0008809096502015002,0.0018098607992139031
意,161426.0,1412.0,61492.0,12104.0,814.0,21741.0,224330.0,34659.0,0.001190369196000756,0.0006316638975451895,0.0005184734715053499,0.0012833839943439495,0.0017435110972125242,0.0012270748209168368,0.0008747602412926671,0.0012550362225636675
郎,157560.0,491.0,65702.0,7030.0,294.0,16151.0,223753.0,23475.0,0.00116186097977946,0.0002196508312285326,0.0005539703380089199,0.0007453890846197922,0.0006297202243003466,0.0009115719347144947,0.0008725102673291942,0.0008500526652437201
対,88739.0,3532.0,129506.0,8796.0,1563.0,30570.0,221777.0,40929.0,0.0006543690117076003,0.001580054451933151,0.0010919375756321449,0.0009326376085797571,0.0033477983353110263,0.001725388771235348,0.0008648049838771623,0.0014820790430568785
様,164974.0,676.0,54343.0,9189.0,503.0,20490.0,219993.0,30182.0,0.0012165324528950027,0.0003024113277199349,0.00045819625092719755,0.0009743072970940641,0.0010773784789900487,0.0011564676454894431,0.0008578483919346396,0.001092919682316761
取,130886.0,2327.0,85378.0,10553.0,1168.0,27468.0,218591.0,39189.0,0.0009651646115728256,0.0010409928396513143,0.0007198697074446068,0.0011189318648638217,0.0025017456530027375,0.0015503100676575903,0.0008523813841412446,0.0014190719445468008
面,137892.0,814.0,79533.0,12012.0,530.0,23611.0,218239.0,36153.0,0.0010168274576272487,0.00036414618456217016,0.0006705872407668477,0.0012736292581014145,0.0011352099281604887,0.0013326187202367615,0.0008510087830404777,0.0013091354209395618
最,87418.0,2781.0,125068.0,10310.0,1423.0,36329.0,215267.0,48062.0,0.0006446278441886318,0.0012440915715815665,0.001054518313507954,0.0010931666376145174,0.0030479315618346706,0.002050430116787993,0.000839419662382867,0.0017403719359720417
